16951.66666666666   26833.33333333333
17208.33333333333   25666.66666666666
17290.   25666.66666666666
17733.33333333333   25666.66666666666
18450.60606060606   27727.27272727272
19244.24242424242   27045.45454545454
19825.90909090909   30000.
20803.33333333333   30000.
20501.66666666666   30000.
20043.33333333333   26833.33333333333
20770.   28500.
21183.33333333333   29166.66666666666
21873.63636363636   37363.63636363636
21488.33333333333   29166.66666666666
21908.16017316017   33863.63636363636
22887.54545454545   43500.
17380.   1.96e+5
