17665.	26500.
18206.666666666668	26500.
18566.666666666668	31000.
19406.666666666668	31000.
20063.18181818182	33863.63636363636
21273.333333333332	40090.90909090909
22574.303030303032	40090.90909090909
22495.	40090.90909090909
23291.58297258297	44571.42857142857
24325.96248196248	44571.42857142857
24756.468975468975	44571.42857142857
26600.63059163059	44571.42857142857
26208.1645021645	44571.42857142857
26660.11111111111	44571.42857142857
26389.48051948052	44571.42857142857
28074.633477633477	44571.42857142857
27836.88888888889	44571.42857142857
29213.282828282827	44571.42857142857
28933.033189033187	44571.42857142857
29358.81096681097	56000.
29132.852813852813	56000.
28479.62987012987	56000.
29910.72943722944	56000.
30796.48051948052	56000.
31362.76767676768	49888.88888888889
35076.62554112554	161000.
36426.857142857145	161000.
34389.246753246756	196000.
