16786.6525	25669.
17724.9675	25669.
18985.0375	26835.
18976.675	25669.
19271.68	28001.75
20266.7175	28001.75
20773.3125	30002.25
20960.273181818182	33865.818181818184
20993.65068181818	33865.818181818184
21263.988863636365	33865.818181818184
21420.999545454546	37365.818181818184
22271.985363636362	37365.818181818184
22889.35268181818	43503.
23870.12053030303	43503.
24022.286575757575	43503.
23963.986681818184	38507.
23522.983363636362	38507.
24677.649121212122	38507.
25503.23075757576	48958.27272727273
26814.772681818184	43503.
26616.923363636364	48958.27272727273
25444.781136363636	38507.
26326.34290909091	38507.
28002.6015	175063.
31733.82872727273	178563.
41413.849798701296	196070.
67550.93327272727	196070.
81315.08309090909	196070.
101032.47251082251	196070.
116122.9322878788	196070.
112486.16648051947	196070.
126483.74525757576	196070.
111348.46648484848	196070.
118571.63338961039	196070.
118261.35433549783	196070.
124918.25762012987	196070.
120562.81559090909	196070.
120307.10435714286	196070.
119803.61291991342	196070.
137877.75148484847	196070.
119746.69756060606	196070.
130208.58432575758	196070.
123665.10472727273	196070.
142143.08663636365	196070.
138937.89468181817	196070.
128177.35818181818	196070.
146108.52518181817	196070.
150354.977	196070.
133707.33161147186	196070.
131075.25253030303	196070.
132220.49584848486	196070.
120257.96777922078	196070.
119190.86883116883	196070.
138313.90677272726	196070.
134464.6095974026	196070.
136985.601	196070.
140754.75586363635	196070.
156900.78467532468	196070.
149753.5310909091	196070.
154484.23345454547	196070.
146637.3923030303	196070.
153244.75954545455	196070.
140233.11250649352	196070.
133490.82202597402	196070.
117518.92981818182	196070.
138068.6020865801	196070.
151969.35207359307	196070.
153824.37215367967	196070.
142064.99337878788	196070.
141252.35934415585	196070.
151632.4480487013	196070.
142928.5088181818	196070.
139221.11304545455	196070.
145317.09170454546	196070.
138152.92531060605	196070.
134533.53928030303	196070.
140233.7336017316	196070.
144857.88906493507	196070.
142199.38925108226	196070.
146201.37808441557	196070.
141409.89904545454	196070.
140874.20546969696	196070.
153225.60135064935	196070.
155983.27285064934	196070.
165375.20022727273	196070.
150856.2314199134	196070.
145365.16956709957	196070.
135419.93790909092	196070.
136223.83258658007	196070.
143270.4728279221	196070.
144597.13035497835	196070.
152559.65275974025	196070.
145086.09225324675	196070.
145145.87790909092	196070.
125961.60768181818	196070.
138354.38484848486	196070.
130196.81181277057	196070.
125330.01962878788	196070.
136931.54015909092	196070.
134652.17172727274	196070.
