17264.242424242424	33863.63636363636
18996.58008658009	40642.857142857145
20336.727272727272	33863.63636363636
21091.666666666668	37363.63636363636
22249.696969696968	37363.63636363636
24113.303030303032	37363.63636363636
24059.363636363636	43500.
25326.010101010103	43500.
26624.696969696968	44863.63636363636
27650.252525252527	46909.09090909091
29134.80808080808	48954.545454545456
30342.151515151516	48954.545454545456
31912.160173160173	48954.545454545456
31905.041847041848	55090.90909090909
30887.196969696968	55090.90909090909
30392.050505050505	55090.90909090909
30501.174603174604	48954.545454545456
31503.914862914862	48954.545454545456
32801.229437229435	48954.545454545456
32755.48124098124	48954.545454545456
33042.054834054834	48954.545454545456
33395.99567099567	61000.
33330.01587301587	61000.
26815.17316017316	196000.
