17090.303030303032	29863.636363636364
16453.333333333332	23333.333333333332
17456.666666666668	25666.666666666668
17746.666666666668	25666.666666666668
18201.666666666668	25666.666666666668
18606.666666666668	25666.666666666668
18608.333333333332	26500.
19598.333333333332	26500.
19950.	25666.666666666668
20506.969696969696	33863.63636363636
20995.303030303032	33863.63636363636
21944.848484848484	33863.63636363636
22431.18181818182	33863.63636363636
23055.515151515152	33863.63636363636
23171.939393939392	33863.63636363636
23853.21212121212	37363.63636363636
23923.545454545456	33863.63636363636
25183.575757575756	37363.63636363636
26139.333333333332	37363.63636363636
27313.545454545456	37363.63636363636
27713.636363636364	37363.63636363636
28954.252525252527	45555.555555555555
28988.31313131313	45555.555555555555
29501.848484848484	45555.555555555555
30393.151515151516	45555.555555555555
30873.949494949495	45555.555555555555
31156.907647907647	43500.
31936.00505050505	43500.
31927.01875901876	61909.09090909091
32388.988455988456	48954.545454545456
33101.382395382396	55090.90909090909
27561.81818181818	196000.
