Tempo medio per run = 	40.2536154128
Tempo medio Fitness per run = 	38.4796053926
Tempo medio per il resto della riproduzione per run = 	0.4326897392
Tempo medio esecuzione individui per run = 	37.8283247138
Tempo medio test correttezza individui per run = 	1.2432821486
