17080.303030303032   37363.63636363636
17125.               25666.666666666668
17635.               24000.
18177.333333333332   36400.
18664.               36400.
20579.383838383837   37363.63636363636
23095.454545454544   37363.63636363636
24864.5              37363.63636363636
25832.277777777777   43500.
26536.91414141414    43500.
26192.341991341993   43500.
28489.8354978355     42000.
29574.858585858587   42000.
30303.40404040404    42000.
30798.868686868685   42000.
30276.776334776336   43500.
27203.616161616163   196000.
