16876.969696969696   33863.63636363636
17615.60606060606    33863.63636363636
18075.909090909092   33863.63636363636
18987.575757575756   33863.63636363636
20438.21212121212    35700.
20711.79797979798    35700.
21330.70707070707    37363.63636363636
22049.878787878788   37363.63636363636
22828.909090909092   37363.63636363636
24635.31313131313    44833.333333333336
26368.747474747473   43500.
26653.49494949495    40090.90909090909
25317.62626262626    40090.90909090909
26031.853535353537   43500.
26597.265512265512   43500.
27773.47113997114    43500.
28195.939393939392   43500.
28553.323232323233   43500.
28711.88888888889    48954.545454545456
29596.272727272728   39000.
29901.262626262625   42600.
30313.560606060608   39000.
31450.964646464647   48954.545454545456
32110.431457431456   48954.545454545456
30740.865800865802   56000.
34177.31168831169    196000.
