17235.               26833.333333333332
18200.               26833.333333333332
18883.333333333332   26833.333333333332
19285.               26833.333333333332
19396.666666666668   29166.666666666668
20053.333333333332   29166.666666666668
21320.727272727272   33863.63636363636
22202.333333333332   33863.63636363636
23501.060606060608   37363.63636363636
23735.272727272728   37363.63636363636
23927.60606060606    43500.
25053.131313131315   43500.
26145.828282828283   37363.63636363636
27686.40404040404    37363.63636363636
29799.39393939394    63700.
29850.22943722944    63700.
31540.68831168831    63700.
31083.892496392495   63700.
30701.96176046176    63700.
30071.68686868687    43500.
30856.777777777777   108500.
31932.656565656565   196000.
