Tempo medio per run = 	125.6078103185
Tempo medio Fitness per run = 	123.3725914535
Tempo medio per il resto della riproduzione per run = 	1.074011191
Tempo medio esecuzione individui per run = 	122.0014558555
Tempo medio test correttezza individui per run = 	0.960490224
