17417.72727272727   33863.63636363636
18228.93939393939   33863.63636363636
19566.71717171717   33863.63636363636
20297.85353535353   33863.63636363636
21383.35858585858   38500.
22990.13636363636   43500.
24791.64646464646   48954.54545454545
24547.75757575757   48954.54545454545
24839.41414141414   43500.
25950.74747474747   43500.
26790.23737373737   58100.
26188.06565656565   46900.
27465.1111111111   49888.88888888889
28390.00505050504   58800.
28586.6111111111   58800.
29604.443001443   58800.
22278.15151515151   1.96e+5
