17121.96969696969   33863.63636363636
17781.66666666666   25666.66666666666
18398.33333333333   26833.33333333333
19053.38383838383   33863.63636363636
19692.72727272727   37363.63636363636
20014.40404040403   37363.63636363636
20140.1111111111   36400.
21009.15151515151   37363.63636363636
21712.29292929292   36400.
22148.0606060606   37363.63636363636
22505.20202020202   37363.63636363636
23126.57575757575   37363.63636363636
23598.0909090909   37363.63636363636
23065.48484848484   37363.63636363636
23239.77777777777   38500.
24189.35353535353   38500.
25600.83838383838   38500.
25653.35353535353   38500.
26160.32323232323   37363.63636363636
26686.0606060606   37363.63636363636
26896.41847041847   38500.
28562.5505050505   38500.
29699.77994227994   43500.
29525.23737373737   43500.
30215.04545454545   43500.
29243.79653679653   37363.63636363636
30582.54545454545   37363.63636363636
30743.54545454545   48954.54545454545
30824.46464646464   48954.54545454545
30904.92784992785   48954.54545454545
21981.40259740259   1.96e+5
