16298.33333333333   23333.33333333333
17021.96969696969   37363.63636363636
17313.33333333333   26833.33333333333
18196.66666666666   25666.66666666666
18555.   25666.66666666666
19019.   26833.33333333333
19935.66666666666   26833.33333333333
20258.33333333333   26500.
20379.   26500.
20545.66666666666   27500.
21066.66666666666   26500.
21654.96969696969   33863.63636363636
22195.87878787878   33863.63636363636
22154.90909090909   38500.
22336.66666666666   38500.
22829.15151515151   56000.
24562.53535353535   56000.
24869.18181818182   56000.
26317.48484848484   56000.
26907.81818181818   56000.
29159.15151515151   73500.
31517.77777777777   73500.
30952.97979797979   1.96e+5
