Tempo medio per run = 	39.4544115496
Tempo medio Fitness per run = 	38.0514554562
Tempo medio per il resto della riproduzione per run = 	0.4823522564
Tempo medio esecuzione individui per run = 	37.3628592546
Tempo medio test correttezza individui per run = 	0.8271671792
