17295.	28500.
17403.333333333332	26833.333333333332
18160.	26833.333333333332
18586.666666666668	26833.333333333332
19373.333333333332	28333.333333333332
19793.636363636364	33863.63636363636
20475.60606060606	33863.63636363636
21093.60606060606	36400.
21756.717171717173	43500.
22509.909090909092	43500.
23139.878787878788	43500.
23572.717171717173	37363.63636363636
24188.252525252527	37363.63636363636
25273.62626262626	37363.63636363636
26380.535353535353	37363.63636363636
29020.473304473304	161000.
33101.63492063492	161000.
21280.303030303032	196000.
