18020.969696969696	38500.
18730.60606060606	38500.
19876.060606060608	38500.
20230.	29166.666666666668
20810.	30000.
21023.333333333332	38500.
21647.636363636364	33863.63636363636
22406.878787878788	38500.
22618.00432900433	38500.
23576.18181818182	38500.
24759.454545454544	38500.
25217.78787878788	38500.
25088.757575757576	38500.
27152.81818181818	38500.
28391.943722943724	38500.
29117.33766233766	43500.
29814.575757575756	43500.
29870.29292929293	43500.
29875.301587301587	43500.
29392.49494949495	43500.
28724.11976911977	37363.63636363636
28554.616161616163	38500.
27990.070707070707	43500.
29427.0202020202	43500.
29485.484848484848	43500.
29276.424242424244	43500.
29992.575757575756	56000.
31385.343434343435	56000.
31039.58585858586	56000.
30099.08080808081	56000.
31110.383838383837	56000.
22221.969696969696	196000.
