17570.	25666.666666666668
18005.	25666.666666666668
17960.	28500.
18642.777777777777	31944.444444444445
19817.52525252525	35444.444444444445
19818.636363636364	35444.444444444445
20989.353535353537	35444.444444444445
21121.68686868687	40000.
22573.848484848484	49888.88888888889
23728.343434343435	49888.88888888889
25283.867243867244	49888.88888888889
25383.08080808081	49888.88888888889
26590.02525252525	55090.90909090909
27311.727272727272	55090.90909090909
29638.37373737374	55090.90909090909
31035.007215007216	55090.90909090909
33736.167388167385	108500.
37287.53896103896	108500.
34864.19191919192	196000.
