17240.   29166.66666666666
17090.45454545454   29166.66666666666
18336.0606060606   29166.66666666666
18919.18181818182   30100.
19905.51515151515   33863.63636363636
20141.21212121212   27727.27272727272
20880.30303030303   33863.63636363636
21006.66666666666   28500.
20720.30303030303   33863.63636363636
21618.0303030303   33863.63636363636
22058.69696969696   33863.63636363636
22843.69696969696   37363.63636363636
24091.0303030303   37363.63636363636
25330.96969696969   37363.63636363636
24834.0606060606   37363.63636363636
25956.76623376623   43500.
27120.22943722943   37363.63636363636
28124.20418470418   37363.63636363636
30200.26984126984   45500.
32854.52525252525   1.785e+5
40347.11976911976   1.96e+5
