17328.333333333332   26833.333333333332
17935.               29166.666666666668
19051.666666666668   29166.666666666668
20230.303030303032   33863.63636363636
21263.939393939392   33863.63636363636
21829.059163059163   35444.444444444445
22887.22943722944    40000.
22151.95670995671    40000.
24745.70562770563    37363.63636363636
25274.74603174603    40000.
23836.656565656565   37363.63636363636
25363.383838383837   73500.
26908.171717171717   73500.
27968.676767676767   73500.
28134.969696969696   73500.
28389.59595959596    55090.90909090909
28844.219336219336   37363.63636363636
28643.04401154401    37363.63636363636
30089.089466089466   55090.90909090909
28999.848484848484   55090.90909090909
29267.19191919192    55090.90909090909
28055.0202020202     43500.
28853.79292929293    43500.
28468.641414141413   43500.
29833.26767676768    43500.
31367.87373737374    196000.
36956.57575757576    196000.
49405.83838383838    196000.
76764.14141414141    196000.
109157.34343434343   196000.
116618.09595959596   196000.
105712.0505050505    196000.
109587.93434343435   196000.
108695.74747474748   196000.
105659.09090909091   196000.
124829.03896103895   196000.
134121.63636363635   196000.
112350.54545454546   196000.
127607.78643578643   196000.
122775.18181818182   196000.
102439.18181818182   196000.
99087.91341991341    196000.
129890.48484848485   196000.
132391.50505050505   196000.
124857.81818181818   196000.
111686.06060606061   196000.
104715.43434343435   196000.
114218.25252525252   196000.
98162.16161616161    196000.
105383.48484848485   196000.
122597.75757575757   196000.
121160.18181818182   196000.
120402.48484848485   196000.
117150.66666666667   196000.
127012.75757575757   196000.
128606.              196000.
132067.18181818182   196000.
121488.72727272728   196000.
97970.72727272728    196000.
122968.14141414141   196000.
121666.23232323233   196000.
126702.341991342     196000.
128343.53896103895   196000.
122660.95454545454   196000.
117709.42424242424   196000.
130351.40909090909   196000.
105688.9191919192    196000.
119906.55555555556   196000.
103949.9191919192    196000.
115313.73737373737   196000.
111649.57575757576   196000.
114677.              196000.
123330.27272727272   196000.
120551.36363636363   196000.
134798.9696969697    196000.
107498.72727272728   196000.
94574.0202020202     196000.
117278.03896103895   196000.
111796.30303030302   196000.
97474.75757575757    196000.
90130.06060606061    196000.
114807.15151515152   196000.
126398.75757575757   196000.
118280.75757575757   196000.
114551.21212121213   196000.
119165.45454545454   196000.
129674.18181818182   196000.
105970.0303030303    196000.
120265.39393939394   196000.
125784.18181818182   196000.
138037.57575757575   196000.
129748.67676767676   196000.
110005.72727272728   196000.
125879.52525252526   196000.
108856.0808080808    196000.
120130.83838383839   196000.
117157.20202020202   196000.
106526.57575757576   196000.
117775.69696969698   196000.
129240.26262626263   196000.
