16741.666666666668	29166.666666666668
17533.78787878788	29166.666666666668
17570.	29166.666666666668
18377.121212121212	29166.666666666668
19328.484848484848	29166.666666666668
19770.757575757576	33863.63636363636
20257.727272727272	33863.63636363636
21269.39393939394	43500.
22450.757575757576	43500.
22727.424242424244	37363.63636363636
23193.766233766233	43500.
23783.48051948052	43500.
23530.392496392495	43500.
24543.424242424244	43500.
25190.60606060606	38500.
25687.575757575756	38500.
25928.545454545456	38500.
26598.97474747475	39750.
27468.660173160173	39750.
28026.0202020202	43500.
30754.484848484848	196000.
