17710.303030303032	37363.63636363636
19003.636363636364	37363.63636363636
19157.939393939392	37363.63636363636
20316.909090909092	37363.63636363636
21663.78787878788	37363.63636363636
22022.484848484848	33863.63636363636
22657.010101010103	37363.63636363636
24190.23232323232	37363.63636363636
25252.757575757576	37363.63636363636
25932.424242424244	37363.63636363636
25932.262626262625	37363.63636363636
27571.638528138526	44571.42857142857
28882.18903318903	44571.42857142857
29607.454545454544	126000.
30816.953823953823	126000.
37478.132756132756	126000.
45538.86435786436	126000.
60524.53823953824	126000.
66878.70851370851	126000.
33486.606060606064	196000.
