16651.666666666668	26833.333333333332
17436.666666666668	26833.333333333332
17586.666666666668	28500.
18002.333333333332	36400.
18681.969696969696	33863.63636363636
19325.60606060606	33863.63636363636
19690.050505050505	35444.444444444445
20601.464646464647	43500.
21634.959595959597	48954.545454545456
23239.929292929293	48954.545454545456
22915.18181818182	48954.545454545456
24743.323232323233	48954.545454545456
26958.671717171717	63700.
28259.727272727272	63700.
31297.666666666668	143500.
34965.51515151515	143500.
44687.545454545456	196000.
